et_title_product_id,et_title_product_name,et_title_variation_id,et_title_variation_name,et_title_parent_sku,et_title_variation_sku,et_title_variation_price,ps_gtin_code,et_title_variation_stock,ps_minimum_purchase_quantity,ps_maximum_purchase_quantity,ps_maximum_purchase_quantity_start_date,ps_maximum_purchase_quantity_time_period,ps_maximum_purchase_quantity_end_date,et_title_reason
sales_info,35b74571cd927608dc4cc2b998b916cb,0,33248311,"{""search_condition"":{}}",,,,,,,,,,
Kode Produk,Nama Produk,Kode Variasi,Nama Variasi,SKU Induk,SKU,Harga,GTIN,Stok,Min. Jumlah Pembelian,Maks. Jumlah Pembelian,Maks. Jumlah Pembelian - Tanggal Mulai,Maks. Jumlah Pembelian - Jumlah Hari,Maks. Jumlah Pembelian - Tanggal Berakhir,Alasan Gagal
,,,,,,Wajib,,Wajib,,,,,,
,,,,,,,,,,,,,,
,,,,,,Mohon masukkan 99 sampai 1000000000 untuk harga produk. Batas harga produk termahal dibagi harga harga produk termurah: 7,,,"Min. jumlah pembelian merupakan isi dari tingkatan produk. Pembeli dapat memesan variasi yang berbeda untuk mencapai min. jumlah pembelian. Jika dikosongkan, min. jumlah pembelian akan otomatis bernilai 1. Pastikan stok lebih besar dari min. jumlah pembelian agar Pembeli dapat membuat pesanan.","[Per Pesanan + Per Periode] Pengaturan ini akan membatasi Maks. jumlah pembelian yang dapat dibeli per pesanan atau per periode. Mohon masukkan input dari 1 hingga 999,999.",[Hanya untuk Pengaturan Per Periode] Mohon tentukan tanggal mulai. Tanggal mulai tercepat adalah besok. Mohon masukkan format tanggal dalam YYYY-MM-DD.,"[Hanya untuk Pengaturan Per Periode] Batas Maks. jumlah pembelian akan berakhir (untuk tipe periode ""Tidak Berulang"") atau mulai kembali (untuk tipe periode ""Berulang"") setelah jumlah hari yang ditentukan. Mohon masukkan 1 sampai 365.","[Hanya untuk Pengaturan Per Periode] Mohon masukkan tanggal dalam format YYY-MM-DD. 

Untuk tipe periode ""Tidak Berulang"", tanggal berakhir = tanggal mulai + jumlah hari - 1. Contoh: tanggal mulai = 2021-05-01, jumlah hari = 10 hari, tanggal berakhir = 2021-05-10. 

Untuk tipe periode ""Berulang"", tanggal berakhir harus kelipatan dari jumlah hari. Contoh: tanggal mulai = 2021-05-01, jumlah hari = 10 hari, jika kamu ingin pengaturan ini diulang 2x (3 periode), tanggal berakhir = 2021-05-30.",
42864776280,Filter Udara PCX 160/Vario 160,79581203215,,,,32400,,70,1,,,,,
41923946785,Saklar MegaPro New Kiri dan Kanan 2010-2011,188750656267,,,,126900,,50,1,,,,,
40372122546,Master Rem Belakang Assy Full Set Piring Cakram Belakang  Supra X 125/Karisma,301797801263,,,,384500,,35,1,,,,,
40257144188,Gear Set Karisma/Supra X 125 Karburator KPH,253591066083,,,,145800,,12,1,,,,,
29183470238,Pulser Spull Beat Lama/Beat Old,248183752943,,,,35100,,70,1,,,,,
28718056627,Master Rem Atas Set Kiri&Kanan N-max,252059854868,,,,189000,,70,0,,,,,
28573176520,Cairan Anti Bocor Ban Tubles Motor/Mobil,242446857203,,,,70200,,188,0,,,,,
28517958504,Pelampung Bensin Megapro/Tiger/Glpro,217985778708,,,,47500,,70,0,,,,,
28353429786,Kabel Body Set Jupiter Z,222924398822,,,,145800,,70,0,,,,,
27853178333,Kabel Body Vega ZR,222914113398,,,,170100,,70,0,,,,,
27656463989,Raiser/Peninggi Stang Motor CNC All Motor,88968843459,Hitam,,,72900,,70,0,,,,,
27656463989,Raiser/Peninggi Stang Motor CNC All Motor,88968843460,Merah Maron,,,72900,,70,,,,,,
27656463989,Raiser/Peninggi Stang Motor CNC All Motor,88968843461,Gold,,,72900,,70,,,,,,
27656463989,Raiser/Peninggi Stang Motor CNC All Motor,88968843462,Crom/Silver,,,72900,,70,,,,,,
27656463989,Raiser/Peninggi Stang Motor CNC All Motor,88968843458,Biru,,,72900,,70,,,,,,
27653431277,Kabel Body Set Mio Lama 5TL/Sporty,119194555285,,,,167400,,70,0,,,,,
27418042775,Master Rem Atas Kanan Set Handle N-max,49489093282,,,,95000,,70,0,,,,,
27355261272,Aki Kering Federal FTZ-5S( 12Volt 5Ah,98959845746,,,,148500,,35,1,,,,,
27183313902,Sensor TPS/MAQS Mio J/Soul GT/X-Ride/Fino F1/Nmax/Xeon/Vixion New,198421596003,,,,91800,,45,1,,,,,
27154086289,Soket Injektor Satria Fu 150/CBR,168282625788,,,,18400,,99,0,,,,,
27038289864,Gear Set Satria Fu 150(2700B25G60NKIT),305605564513,,,,145800,,12,1,,,,,
26822299158,Pentil Ban Tubles Model Bengkok 2pcs,257382612808,,,,19400,,99,0,,,,,
26818019879,Pelampung Tangki Bensin Tiger New,252057865531,,,,47500,,70,0,,,,,
26520426817,As Shock Komplit Supra/Supra X/Supra Fit Lama,215633523514,,,,164200,,50,0,,,,,
26432550717,Pulser Spull Beat Lama,258113564400,,,,35100,,70,1,,,,,
26368023249,CDI Shogun 110/Shogun Kebo,215566837887,,,,118800,,70,0,,,,,
26068112338,Pelampung Tangki Bensin Satria Fu 150,187986248743,,,,42100,,69,0,,,,,
25959504501,Footstep Belakang Tiger,217281631542,,,,51300,,69,0,,,,,
25811121396,Sensor TPS/MAQS Mio J/Soul GT/Fino F1/X-Ride/Xeon/Nmax/Vixion New,79743020287,,,,91800,,67,1,,,,,
25803443375,Master Rem Atas Kiri Set Handle N-max,214813342368,,,,95000,,70,0,,,,,
25701184297,Shockbreker Tabung Aerox,176221561062,,,,321300,,70,0,,,,,
25589084861,Master Rem Atas Set Handle KLX 150,215613770695,,,,95000,,69,0,,,,,
25540641324,Kampas Ganda Full Set Mangkok+Rumah Kopling Jupiter Z/Vega R,158986864194,,,,318600,,45,0,,,,,
25332507418,Kabel Body RX KING NEW,256059949036,,,,124200,,70,0,,,,,
25265892946,Kunci Kontak Assy Byson,138870715933,,,,84800,,70,0,,,,,
25178449736,Kampas Ganda Assy Set Mangkok Xeon/Xeon RC,187484283901,,,,267300,,45,0,,,,,
24657397937,Pulser Spull Mio/Sporty/Mio Soul/Nouvo dll,98858924208,,,,37800,,97,0,,,,,
24433926929,IC Fuel Pump Mio J/Mio GT/Mio M3/X-Ride/Xeon RC/Aerox/Nmax/Lexi/Vixion New/R15,233033342696,,,,62100,,70,0,,,,,
24238457331,Pelampung Bensin Megapro New,233474930132,,,,47500,,70,0,,,,,
23945126131,Gearbox Kilometer Megapro New,165937303470,,,,105300,,70,0,,,,,
23920810284,Besi Breket Hole Multi Fungsi 50cm,230822112567,,,,9700,,97,0,,,,,
23873076620,Tutup Tangki Thunder 125,167741973397,,,,86400,,62,1,,,,,
23471447400,Saklar Kiri Byson,59320137119,,,,67500,,70,0,,,,,
23439151735,Saklar Kanan Vario 150/Vario 125 New 2018 K59J,231486689790,,,,106900,,90,0,,,,,
23371542969,Selang Rem Belakang pcx 150,146906125200,,,,62100,,52,0,,,,,
23337797972,Pedal Operan Gigi/Verseneling Vega ZR/Jupiter Z New Robot,127534794694,,,,40500,,70,0,,,,,
23336967240,Saklar Kiri Satria Fu 2008 Non Senja,204164569507,,,,67500,,70,0,,,,,
23334745832,Seal/Karet Roda Depan Set Karisma/Supra X125/Supra Fit/Supra X/Revo/Vario/Beat/Scoopy/Spacy/CBR150,146758818581,,,,16200,,89,0,,,,,
23314184999,Knocker Comp/Sambungan Handle Rem Kanan Honda Matic CBS Beat F1 Esp/Beat Pop/Beat Street/Scoopy Esp,127299560177,,,,32400,,90,1,,,,,
23101987030,Flaser Sen Vario 150/Vario 125/Vario 160/PCX150/ADV150/CRF250/CBR,192887574305,,,,27000,,70,0,,,,,
23025470915,Selang Rem Disk Depan  Panjang +/- 105cm Jupiter MX/Vega ZR/Vega R/Force1/Mio/Mio J/Mio M3/X-Ride/Soul GT/Xeon,230996239289,,,,62100,,70,0,,,,,
22762752887,Seal Abu Set 2pcs Tiger/Megapro New/Megapro/Verza/Glpro/CBR/PCX,147143962828,,,,18900,,70,0,,,,,
22745401791,Saklar Kanan Scorpio,146898168861,,,,51300,,70,0,,,,,
22651106498,Stelan Tensioner Mio M3/Mio Z/Nmax/Soul GT125/Fino 125/MX King,196950170484,,,,40000,,70,0,,,,,
22601826982,Soket Tombol Saklar 3 Hole/Lubang 1pc,136981942696,,,,4900,,993,0,,,,,
22539145933,Saklar Kiri Vario 150/Vario 125 New 2018 K59J,184216010357,,,,106900,,90,0,,,,,
22475645336,Gearbox Kilometer Mio/Sporty/Mio Soul/Mio GT/Mio J/Soul GT/X-Ride/Fino/Fino125/Soul GT125/Mio M3/Mio S/Mio Z/Xeon/Xeon RC,158308444695,,,,34600,,69,0,,,,,
22350014246,Bosh Rumah Roller Xeon/Xeon RC,235474214240,,,,21100,,70,0,,,,,
22260289888,As Shock Depan Set Komplit Force1,214730307422,,,,226800,,70,0,,,,,
22257868627,As Shock Assy Beat F1,166147888005,,,,226800,,70,0,,,,,
22237057169,Pedal Operan Gigi/Verseneling Jupiter/Jupiter Z/Vega R/Vega R New,175798555344,,,,40500,,68,0,,,,,
22182611685,Kampas Ganda Assy Set Mangkok Lonceng Jupiter MX 1S7 2008-2013,128764244265,,,,307800,,70,0,,,,,
22161009962,Handle Rem Kiri Set Dudukan Spion Mio J/Mio GT/Soul GT115/Soul GT125/Fino 125/Mio M3/X-Ride/Xeon,166913109895,,,,67500,,188,0,,,,,
22070919336,Saklar Kiri Scorpio,175942159152,,,,67500,,70,0,,,,,
22058653428,As Shock Depan Set Komplit Xride,197118377471,,,,226800,,36,0,,,,,
22037685920,Pedal Operan Gigi/Verseneling Karisma/Supra  X 125/,214181634539,,,,40500,,69,0,,,,,
22034835195,Handgrip Corak Warna Domino,175760637600,"Biru,Allsize",,,35100,,666,0,,,,,
22034835195,Handgrip Corak Warna Domino,165760637727,"Merah,Allsize",,,35100,,666,,,,,,
22034835195,Handgrip Corak Warna Domino,165760637728,"Kuning,Allsize",,,35100,,665,,,,,,
22034835195,Handgrip Corak Warna Domino,165760637729,"Abu-abu,Allsize",,,35100,,666,,,,,,
21948213317,Baut Sambungan/Peninggi Spion  Set Suzuki Drat Luar 8MM Ke Suzuki Drat Dalam 8MM  kunci Ring mur 12MM,164548582950,,,,18400,,95,0,,,,,
21930463150,Spray Gun Listrik HL-718,181571399579,,,,299700,,36,0,,,,,
21908218942,Tromol Belakang Disk Cakram Set Lahar/Bearing Jupiter MX New 135,180468205109,,,,207900,,88,0,,,,,
21839300855,Karet Barstep Depan Set Revo Absolute/Blade,182001228397,,,,18400,,67,0,,,,,
21837525687,Karet Kampas Ganda Mio/Sporty/Mio Soul,174174418070,,,,5400,,97,0,,,,,
21781167079,Radiator Vario 110/Vario Lama,194384599051,,,,178200,,70,0,,,,,
21773452556,Sensor TPS Beat F1/Beat Esp/Beat pop/Beat street/Vario 110 F1/Vario 125/Vario 150/Scoopy F1/Spacy,165581028889,,,,51300,,70,0,,,,,
21762152575,Kampas Ganda Assy Blade New/Blade F1/Revo F1 KWW,213181433032,,,,105300,,70,0,,,,,
21756350612,Soket Tombol Saklar 3 Hole/Lubang 6pcs,182835487377,,,,25900,,992,0,,,,,
21739310160,Stelan Tensioner Satria Fu 150,182001716370,,,,45900,,69,0,,,,,
21736840502,Kunci Busi 18MM Tiger/Megapro/Glpro/Gl Max,201883225708,,,,22700,,35,0,,,,,
21709735270,Cool Stater/Arang Stater Jupiter MX,180555313600,,,,9700,,98,0,,,,,
21677789459,Pedal Operan Gigi/Verseneling Vixion/Vixion New,231408064970,,,,62100,,78,0,,,,,
21675506159,Baut Sambungan/Peninggi Spion Drat Luar Honda M=10mm Ke Drat Dalam Suzuki M=8mm,204006633977,,,,9700,,91,0,,,,,
21566765275,Dudukan Gear Belakang/Napgear Jupiter MX New Double Disk Cakram,165271816643,,,,89100,,70,0,,,,,
21530853330,Per CVT Spin 125/Skywave/Skydrive,211590538823,,,,59400,,69,0,,,,,
21386087579,As Shock Set Komplit Mio J/Mio GT/Soul GT/Mio M3,59720741849,,,,226800,,70,0,,,,,
21373503277,Cat Spray Diton 300cc,156625275187,"BLACK839,300cc",,,30200,,70,0,,,,,
21373503277,Cat Spray Diton 300cc,156625275188,"SILVERMETALLIC8580,300cc",,,30200,,70,,,,,,
21229478492,Busi NGK D8EA-9 Glpro/Megapro/Tiger,38977399564,,,,18900,,87,0,,,,,
21186182200,Selang Bensin Motor Abu-Abu 95cm,214739895460,,,,9700,,68,0,,,,,
21071376875,Flaser Sen CR7( Sen LED/Non LED ),213731617650,,,,20500,,73,0,,,,,
21066757577,Dudukan Gear Belakang/Napgear Supra X 125 Double Disk Cakram,193436624527,,,,89100,,67,0,,,,,
21023300373,Kampas Rem Belakang Satria Fu 150/Supra X 125,181214393390,,,,18900,,67,0,,,,,
20994355019,Tutup Radiator Vario 110/Vario 125 old/Vario 125 LED/Esp/Sonic 150r/cs1,197112059883,,,,37800,,70,0,,,,,
20871378746,Kampas Ganda Only Xeon 125,146549764694,,,,140400,,70,0,,,,,
20851224575,Kampas Kopling Racing Set Supra/Grand/Legenda/Supra Fit/Supra Fit New,155915914084,,,,95000,,67,0,,,,,
20828434540,Sambungan Rante 428H,88065931975,,,,5400,,999,0,,,,,
20586936123,Tromol Belakang Set Lahar/Jari-Jari Vega ZR/Jupiter Z New/Jupiter MX/Vega R New,187210536429,,,,270000,,30,0,,,,,
20507534069,Pulser Spull Beat F1/Vario,154689147812,,,,35100,,74,0,,,,,
20354207205,Handle Kopling Thunder 125 New(Switch Kopling),107564061771,,,,22700,,57,0,,,,,
20289888814,Oil pump/Pompa Oli Revo Absolute/Blade,206820188961,,,,42100,,70,0,,,,,
20109795534,Per Standar Tengah Vixion,125983981642,,,,9700,,89,0,,,,,
20038147974,Mur Roda Belakang Mio/Nouvo/Fino/Mio GT/RX King/GLpro/Megapro,164195832592,,,,5900,,99,0,,,,,
20032973120,Kampas Ganda Only Hayate,155430432837,,,,124200,,70,0,,,,,
19989804037,Saklar Kanan Byson,225313927242,,,,56700,,70,0,,,,,
19943115389,Selang Bensin Injektor/Injector Hose Comp Fuel Feed Vario 125/Vario 150,155699283642,,,,40500,,70,0,,,,,
19941012357,Selang Bensin Injektor/Injector Hose Comp Fuel  Feed Nmax,182084072177,,,,40500,,70,0,,,,,
19932384055,Sensor CKP/Sensor Stator Vario 150,163996376124,,,,113400,,80,0,,,,,
19793517037,Bosh Tromol Depan Supra X 125/Karisma/Supra Fit New/Blade/Revo Absolute 110,127714378851,,,,16200,,68,0,,,,,
19641022915,Selang Bensin Injektor/Injector Hose Comp Fuel Feed Beat F1/Scoopy F1/Spacy F1,212084601299,,,,37800,,70,0,,,,,
19523298403,Vacum Assy Carburator Thunder 125,163667086017,,,,45900,,70,0,,,,,
19436757495,Per Set Bosh Handle Rem Kanan Beat F1 CBS/Vario 125 F1/Vario 150 F1,191879030191,,,,13500,,64,0,,,,,
19372878645,Bosh Arm KLX,156599354655,,,,81000,,70,0,,,,,
19140320420,Knocker Comp/Sambungan Handle Rem Kanan Honda Matic CBS Vario 110 F1 CBS/Vario 125 F1 CBS/Vario 150 F1 CBS/ Beat F1 CBS/Beat Pop/Beat Street/Beat Esp/Scoopy Esp,203733732729,"Variant1,Allsize",,,32400,,165,1,,,,,
19140320420,Knocker Comp/Sambungan Handle Rem Kanan Honda Matic CBS Vario 110 F1 CBS/Vario 125 F1 CBS/Vario 150 F1 CBS/ Beat F1 CBS/Beat Pop/Beat Street/Beat Esp/Scoopy Esp,203733732730,"Variant2,Allsize",,,32400,,193,,,,,,
19116085127,Kunci Kontak Assy Beat F1 Esp,68899357225,,,,91800,,70,0,,,,,
19036746026,Filter Udara Xeon RC,164146770184,,,,32400,,70,0,,,,,
19027721824,Karet Footstep Belakang Set Beat/Spacy/Beat F1/Revo Absolute/Blade,181437311866,,,,37800,,80,0,,,,,
19009100506,Cool Stater/Arang Stater Grand/Supra/Supra Fit/Legenda/Prima,190520389970,,,,9700,,99,0,,,,,
18974072917,Baut Penutup As Shock Depan Set RX KING,193909147379,,,,35100,,70,0,,,,,
18829432757,Busi NGK CPR6EA-9 Karisma/Supra X 125/Blade/Vario/Beat/Scoopy/Spacy/CS1/Xeon/Vixion/Byson/Nmax/Jupiter MX/Satria Fu/Shogun 125 New dll,191522111133,,,,18900,,86,0,,,,,
18820902089,Raiser/Peninggi Stang Motor Yamaha,29041365175,,,,56700,,74,1,,,,,
18810516460,Baut Sambungan/Peninggi Spion Honda Set 2Pcs,210597700741,,,,18400,,76,0,,,,,
18732379267,Sensor CKP/Sensor Stator Beat F1/Beat Esp,201669987655,,,,113400,,70,0,,,,,
18627170656,Box Fuse/Rumah Sekring Vario 125/Beat F1 Esp/Scoopy Esp/Verza/CBR150/Megapro New dll,173808207752,,,,67500,,90,0,,,,,
18582509931,Rumah Roller Assy Komplit Xeon/Xeon RC,184476291294,,,,164700,,70,0,,,,,
18539640517,Kampas Ganda Only Mio/Sporty/Mio Soul,202018561321,,,,105300,,80,0,,,,,
18344172310,Isolasi Listrik/Motor dan lain-lain,164405263022,,,,13000,,67,0,,,,,
18337553549,Mur Roda Depan Beat/Vario/Scoopy/Spacy/Supra x 125/Karisma/Blade/Revo Dan  lain-lain,191917986960,,,,5900,,99,0,,,,,
18256783419,Coil Assy Racing Set Cop Busi Satria Fu 150 F1/Injeksi,212859082766,,,,83700,,53,0,,,,,
18150098922,Dudukan Spion Kiri/Rumah Handle Kopling Thunder 125 NEW(Switch Kopling),136836059046,,,,37800,,58,0,,,,,
18137537769,Mur Roda Depan Mio/Mio J/Soul GT/M3/Fino/Jupiter Z/Vega R New/Jupiter MX/Smash/Shogun/Satria 2 Tak,211917190683,,,,5900,,99,0,,,,,
18091840276,Stelan Tensioner Jupiter Z/Vega R New/Vega ZR/Jupiter MX/Vixion,196950126281,,,,40000,,70,0,,,,,
18043638096,Standar.Samping/Miring.RXKINGNEW,164386865360,,,,51300,,70,0,,,,,
17695503170,Kampas Ganda Assy Full Set Lonceng Force 1,225474280403,,,,305100,,70,0,,,,,
17660430070,Klakson Set Rx King,97600694256,,,,75600,,70,0,,,,,
17073664353,Per Standar Samping/Miring Vixion,180558467970,,,,7000,,90,0,,,,,
17039896531,Coil Assy Racing Set Cop Busi Satria Fu 150,87343177852,,,,83700,,118,0,,,,,
16989793696,Baut Sambungan/Peninggi Spion Set 2pc Drat Luar 10MM Honda Ke Drat Dalam 8MM Suzuki,203207365659,,,,22700,,79,0,,,,,
16972437818,Baut Sambungan/Peninggi Spion Set Kiri&Kanan Motor Yamaha Ke Spion Honda,173065683612,,,,18400,,89,0,,,,,
16874946940,Karet.Tromol.Belakang.SupraX125.Double.Disk.Cakram/CS1,163247538117,,,,18400,,97,0,,,,,
16836271134,"Baut Sambungan/Peninggi Spion Set 2Pcs Kiri&Kanan Yamaha Drat 10MM , Kuncii Mur 14MM",171405535280,,,,18400,,58,0,,,,,
16797691221,Mangkok Kampas Ganda Nmax,204343654416,,,,97200,,70,0,,,,,
16760609529,Soket Kiprok Tiger/Megapro Lama/Megapro Primus,87602707772,,,,16200,,69,0,,,,,
16680823955,Busi NGK C7HSA Grand/Supra/Legenda/Supra Fit/Mio/Sporty/Mio Soul/Jupiter Z/Crypton/Vega R/Smashl/Shogun,211524099627,,,,18900,,87,0,,,,,
16574044029,Bosh.Tromol.Belakang.Jupiter MX New.Disk.Cakram,173182715475,,,,18900,,88,0,,,,,
16460634283,Soket TPS Beat F1/Vario F1/Scoopy F1/Spacy F1/Blade New/Supra X 125 F1/Verza F1 dan lain-lain,125527929884,,,,29700,,70,0,,,,,
16385604532,Bosh Napgear Supra X125/Karisma/Revo/Smash/Shogun 110 New/Shogun 125/Satria Fu 150,212379598808,,,,11300,,96,0,,,,,
16332824142,Lem Gasket Uni Bond,134889120047,,,,16200,,54,1,,,,,
16313780057,Oil Pump/Pompa Oli Jupiter MX,124429105951,,,,81000,,70,0,,,,,
16312765035,Kit Motor Multi Guna 100ML,142712124945,,,,16200,,31,0,,,,,
16288099645,Soket Fitting Lampu Vixion H4,212834931400,,,,9200,,70,0,,,,,
16224837344,Bosh.Monoshock/Shockbreker.Matic,160983275597,,,,9700,,70,0,,,,,
16173662528,Cool Stater/Arang Stater Tiger/Megapro/PnP Satria Fu 150,125983831587,,,,9700,,94,0,,,,,
16160442837,Soket CDI Mio/Sporty/Mio Soul/Jupiter Z/Vega R,87600987315,,,,18900,,70,0,,,,,
16128993059,Oli Gardan Yamalube 100ML,68525165688,,,,13500,,69,0,,,,,
15947473113,Karet Head Nmax,134025973800,,,,29700,,90,0,,,,,
15851076554,Gantungan Barang PCX,115366386865,,,,35100,,36,0,,,,,
15491678688,Mur Roda Belakang Beat/Vario/Scoopy/Spacy,88169541596,,,,7000,,91,0,,,,,
15347421499,Saklar Kiri Satria Fu 150 New Aho(Motor hidup lampu Otomatis Nyala),115277529453,,,,67500,,70,0,,,,,
15341528249,Karet Head Satria Fu 150,123816605148,,,,32400,,70,0,,,,,
15210759773,Saklar Kanan Nmax,140488896688,,,,56700,,36,0,,,,,
15164946116,Mur Mangkok Stang Comstir Vario/Beat/Scoopy/Spacy/Vario 125 F1/Beat F1/Scoopy F1/Spacy F1,105885638487,,,,29700,,49,0,,,,,
15149858662,Handle Set Crom Beat F1 CBS/Vario 150 eSP/Vario 125 esp,134096982677,,,,50800,,36,0,,,,,
15050691640,Handle Set Crom Vario/Beat,105356401462,,,,51300,,90,0,,,,,
15021005451,Tromol Disk Cakram Belakang/Hub Rear  Set Lahar Supra X 125 DD,123074048299,,,,205200,,20,1,,,,,
14994248354,Soket Tombol Saklar 3 Hole/Lubang 4pcs,182873903671,,,,17300,,982,0,,,,,
14947475611,Karet Head Vario 125F1,152224531804,,,,17800,,90,0,,,,,
14947050455,Karet Head Megapro New,58302742425,,,,17800,,69,0,,,,,
14748328851,Selang Rem Cakram Belakang Nmax ABS,152257322524,,,,94500,,67,0,,,,,
14648323870,Tutup Tangki GLpro/GL Neotech/GL Max,142257150276,,,,51300,,70,0,,,,,
14565327094,Baut Sambungan/Peninggi Spion Drat Luar SZK M=8MM Ke Drat Dalam Honda M=10MM,124810968990,,,,9700,,66,0,,,,,
14539526592,Karet Head Beat F1,96649315522,,,,17800,,70,0,,,,,
14466449158,Sambungan/Peninggi Spion Honda M=10mm Ke Szk M=8mm,38539970252,,,,9700,,64,0,,,,,
14464955635,Mur Mangkok Comstir GL pro/Gl max/Neotech/Win/Tiger Lama,153225393087,,,,16200,,70,0,,,,,
14219533407,Raiser/Peninggi Stang Motor CNC Universal Semua Motor,140912351845,,,,72900,,36,0,,,,,
14121130962,Tombol Saklar Set Hazard+On/Off Lampu Beat F1 Stater Kasar(2013)/Vario 125 Lampu Bolam/Scoopy F1(2013)/Spacy/Spacy F1,86289183553,,,,40500,,93,0,,,,,
14121104130,Tombol Saklar Set Hazard Beat F1 Stater Kasar(2013)/Vario 125F1 Lampu Bolam/Scoopy F1(2013)/Spacy/Spacy F1,96288430721,,,,36200,,57,0,,,,,
14110833056,Saklar Set Nmax,132701315836,,,,121500,,36,0,,,,,
14108319488,Selang Rem Belakang Nmax,77907073241,,,,94500,,666,0,,,,,
14080714640,Soket TPS Mio J/Mio GT/Soul GT/X-Ride/Xeon/Nmax/Vixion Lama,135527615940,,,,29700,,70,0,,,,,
14003613216,Master Rem Belakang Full Set Jupiter MX New,150164493619,,,,286200,,35,0,,,,,
13970657858,Pulser Spull Smash,78226778282,,,,35100,,62,0,,,,,
13911311746,Tutup Klep + Oring Karet Supra/Supra X/Grand/Supra Fit/Supra Fit New/Legenda/C70/Win/Revo Old,27575098420,,,,13500,,97,0,,,,,
13865322351,Karet Head/Seal Head Mio M3,48111176554,,,,17800,,99,0,,,,,
13825333064,Master Rem Depan Full Set Jupiter MX,121137566443,,,,286200,,35,0,,,,,
13801343999,As Waterpump Assy Vario 125/Vario 150/PCX 150/ADV 150,27451291503,,,,81000,,70,0,,,,,
13718516694,Pedal Rem Belakang RX KING NEW,130836574797,,,,56700,,36,0,,,,,
13711492814,Baut Tutup As Shock Depan Set 2Pcs Honda Bebek/Honda Matic semua Jenis,67316952986,,,,18900,,98,0,,,,,
13698143744,Bosh Tromol Depan Nmax 150/Nmax 155,213760705315,,,,18900,,99,0,,,,,
13532754745,Tutup Tangki Tiger/Megapro New/Verza,85425662813,,,,59400,,69,0,,,,,
13512114717,Master Rem Atas RX King Old/RXS,94930427307,,,,94500,,36,0,,,,,
13456767546,Saklar Kiri Nmax,114232069077,,,,59400,,36,0,,,,,
13415726153,Kunci Kontak Assy Supra/Supra X,37372327057,,,,72900,,34,0,,,,,
13382964424,Mur Mangkok Stang Comstir Supra/Grand/Legenda/Supra Fit/Supra Fit New/Supra X125/Karisma/Supra X125 F1/Blade Lama/Blade F1/Blade 125/Revo Lama/Revo Absolute/Revo Fit,124793536587,,,,29700,,47,0,,,,,
13362939230,"Baut Sambungan/Peninggi Spion Drat Kanan Ymh Ke Spion Honda, Drat 10mm,Baut 14mm,1pc",133163106675,,,,9700,,99,0,,,,,
13215875458,Breket Selang Rem Disk Depan Universal,47373740805,,,,16200,,300,0,,,,,
13215861296,Handle Rem Set Scoopy,85021622620,,,,42100,,70,0,,,,,
13167055841,Karet Head/Seal Head Mio J/Mio GT/Soul GT 115/X-Ride 115/Fino f1,28334375207,,,,17800,,99,0,,,,,
13163169240,Kampas kopling set 4pcs  Supra/Grand/Supra Fit /Supra Fit New/Legenda/Revo Lama,86343107205,,,,45400,,68,0,,,,,
13023779507,Klakson Set 12 Volt Multi Suara,95213731762,,,,64800,,36,0,,,,,
13010590557,Pelatuk Klep Set Spin 125,47305769771,,,,113400,,36,0,,,,,
12811314535,Tutup Klep + Oring Karet Mio/Sporty/Mio Soul,84911266453,,,,16200,,98,0,,,,,
12720214716,Mangkok kopling Ganda Revo absolute/Blade,85127472972,,,,45900,,35,0,,,,,
12711202642,Tutup Oli Bawah+Oring Mio j/Mio GT/Soul GT/X-Ride/Fino F1/Soul GT 125/Xeon/Xeon Rc/Lexi/new nmax/Aerox,94908624398,,,,16200,,49,0,,,,,
12702567493,Saklar Kiri Tiger Revo,130084016245,,,,64800,,70,0,,,,,
12604019139,Kampas Ganda Only Nmax,120157591262,,,,129600,,36,0,,,,,
12556353694,Master Rem Belakang Jupiter MX New,67922459419,,,,78300,,36,0,,,,,
12410586402,Piring Cakram Depan Ninja 250/Ninja 150rr,102479151420,,,,135000,,33,0,,,,,
12382523151,One Way Assy Vixion,78506864801,,,,105300,,70,0,,,,,
12311539695,Blok Seher Assy Komplit Vega ZR,112513075472,,,,334800,,36,0,,,,,
12302237778,Per Standar Samping Supra/Grand/Legenda/Supra Fit/Supra X 125/Karisma/Revo/Revo Absolute/Blade/Tiger,67190573233,,,,7000,,94,0,,,,,
12282693987,Baut Sambungan/Peninggi Spion Yamaha Kanan Drat M=10mm Baut Kunci 14mm,115862088010,,,,9700,,97,0,,,,,
12282191637,Bosh Mounting Set Mio/Mio Soul/Sporty/Mio J/Mio GT/Soul GT/Fino/M3/Xeon,134714370862,,,,22700,,67,0,,,,,
12145181681,Kran Bensin Spin 125,122041967888,,,,46400,,36,0,,,,,
12111578563,Baut Caliper Set 2pcs Honda Semua Jenis,27577999934,,,,9700,,1000,0,,,,,
12074936404,Saklar Kiri GL Pro,152256933751,,,,75600,,70,0,,,,,
11986495245,Handle Set Crom Tiger/Tiger New/Megapro New,142352881805,,,,51300,,90,0,,,,,
11907668168,Standar Tengah RX King/RX King New/RXS,82382251812,,,,99900,,66,0,,,,,
11829363262,"Baut Sambungan/Peninggi Spion Honda Kiri atau Kanan,Harga @1pc",101559058853,,,,9700,,999,0,,,,,
11829302563,Klakson GL Pro/GL Max,94264869738,,,,27000,,60,0,,,,,
